SEQ='F '     NUCCHG=10                                                  /IC/

   PARENT LEVEL INDEXING                BWNP=  27757204.4   NPRNTI= 5   NPRNTF= 6
   ---------------------
   INDP         CODE                 S L   WI        WNP
   ----         ----                 - -   --  ----------
     1          2S2 2P4             (3)1( 2.0)        0.0 
     2          2S2 2P4             (3)1( 1.0)      705.6 
     3          2S2 2P4             (3)1( 0.0)     1040.5 
     4          2S2 2P4             (1)2( 2.0)    29593.0 
     5          2S2 2P4             (1)0( 0.0)    72669.3 
     6          2S1 2P5             (3)1( 2.0)   217559.3*

   IC RESOLVED LEVEL INDEXING           BWNR=  28076756.1   NLVL= 765
   --------------------------
   INDX  INDP   CODE                 S L   WJ        WNR       AUGER RATES:  INDP-INDP', INDP'=1,...INDP-1
   ----  ----   ----                 - -   --  ----------      -----------
     1     1    2S2 2P5             (2)1( 1.5)        0.0 
     2     1    2S2 2P5             (2)1( 0.5)      915.6 
     3     4    2S2 2P4 3S1         (4)1( 2.5)   203631.4 
     4     4    2S2 2P4 3S1         (4)1( 1.5)   204142.6 
     5     3    2S2 2P4 3S1         (4)1( 0.5)   204448.5 
     6     4    2S2 2P4 3S1         (2)1( 1.5)   212032.3 
     7     3    2S2 2P4 3S1         (2)1( 0.5)   212646.4 
     8     1    2S2 2P4 3P1         (4)1( 2.5)   228338.8 
     9     1    2S2 2P4 3P1         (4)1( 1.5)   228558.8 
    10     1    2S2 2P4 3P1         (4)1( 0.5)   228722.0 
    11     1    2S2 2P4 3P1         (4)2( 3.5)   232941.1 
    12     1    2S2 2P4 3P1         (4)2( 2.5)   233265.8 
    13     1    2S2 2P4 3P1         (4)2( 1.5)   233501.6 
    14     1    2S2 2P4 3P1         (4)2( 0.5)   233641.4 
    15     6    2S1 2P6             (2)0( 0.5)   233957.0 
    16     4    2S2 2P4 3S1         (2)2( 2.5)   234405.7 
    17     4    2S2 2P4 3S1         (2)2( 1.5)   234406.1 
    18     2    2S2 2P4 3P1         (2)2( 2.5)   236190.3 
    19     3    2S2 2P4 3P1         (2)2( 1.5)   236736.9 
    20     3    2S2 2P4 3P1         (4)0( 1.5)   238700.4 
    21     3    2S2 2P4 3P1         (2)0( 0.5)   238752.6 
    22     3    2S2 2P4 3P1         (2)1( 0.5)   243267.7 
    23     3    2S2 2P4 3P1         (2)1( 1.5)   243442.3 
    24     4    2S2 2P4 3P1         (2)3( 2.5)   260638.2 
    25     4    2S2 2P4 3P1         (2)3( 3.5)   260708.9 
    26     2    2S2 2P4 3D1         (4)2( 3.5)   261535.3 
    27     3    2S2 2P4 3D1         (4)2( 2.5)   261629.2 
    28     3    2S2 2P4 3D1         (4)2( 1.5)   261727.2 
    29     2    2S2 2P4 3D1         (4)2( 0.5)   261802.3 
    30     4    2S2 2P4 3D1         (4)3( 4.5)   263832.5 
    31     2    2S2 2P4 3D1         (4)3( 3.5)   264081.2 
    32     1    2S2 2P4 4S1         (4)1( 2.5)   264314.3 
    33     3    2S2 2P4 3D1         (4)3( 2.5)   264343.8 
    34     3    2S2 2P4 3D1         (4)3( 1.5)   264540.5 
    35     2    2S2 2P4 3D1         (2)3( 3.5)   264609.7 
    36     1    2S2 2P4 4S1         (4)1( 1.5)   264826.0 
    37     2    2S2 2P4 3D1         (4)1( 0.5)   264866.6 
    38     3    2S2 2P4 3D1         (2)3( 2.5)   264992.2 
    39     3    2S2 2P4 3D1         (4)1( 1.5)   265030.1 
    40     4    2S2 2P4 3P1         (2)2( 1.5)   265102.3 
    41     4    2S2 2P4 3P1         (2)2( 2.5)   265147.0 
    42     2    2S2 2P4 4S1         (4)1( 0.5)   265220.4 
    43     3    2S2 2P4 3D1         (4)1( 2.5)   265273.2 
    44     2    2S2 2P4 4S1         (2)1( 1.5)   265816.4 
    45     3    2S2 2P4 3D1         (2)2( 1.5)   265966.4 
    46     3    2S2 2P4 3D1         (2)2( 2.5)   266016.8 
    47     3    2S2 2P4 4S1         (2)1( 0.5)   266458.9 
    48     2    2S2 2P4 3D1         (2)1( 0.5)   266852.5 
    49     3    2S2 2P4 3D1         (2)1( 1.5)   267305.3 
    50     5    2S2 2P4 3S1         (2)0( 0.5)   274647.2 
    51     1    2S2 2P4 4P1         (4)1( 2.5)   280922.8 
    52     1    2S2 2P4 4P1         (4)1( 1.5)   281128.8 
    53     1    2S2 2P4 4P1         (4)1( 0.5)   281364.2 
    54     1    2S2 2P4 4P1         (2)1( 1.5)   281507.5 
    55     1    2S2 2P4 4P1         (4)2( 3.5)   281586.1 
    56     2    2S2 2P4 4P1         (2)1( 0.5)   281763.5 
    57     1    2S2 2P4 4P1         (4)2( 2.5)   281894.5 
    58     2    2S2 2P4 4P1         (4)2( 1.5)   282303.2 
